day,temperatureMax,windBearing,dewPoint,cloudCover,windSpeed,pressure,apparentTemperatureHigh,visibility,humidity,apparentTemperatureLow,apparentTemperatureMax,uvIndex,temperatureLow,temperatureMin,temperatureHigh,apparentTemperatureMin,moonPhase,holiday,housecount,TotEnergyPerDay,avg_energy,month,date,datetime
2011-11-23,10.36,229.0,6.290000000000001,0.36,2.04,1027.1199999999994,10.36,8.06,0.9299999999999998,6.560000000000001,10.36,1.0,8.239999999999998,3.810000000000001,10.36,2.18,0.9399999999999996,0,13,90.3850001,6.952692315384616,11,23,0
2011-11-24,12.930000000000005,204.0,8.56,0.4100000000000001,4.040000000000003,1027.2200000000003,12.930000000000005,10.639999999999992,0.8900000000000002,7.300000000000002,12.930000000000005,1.0,9.710000000000006,8.56,12.930000000000005,7.009999999999999,0.9699999999999998,0,25,213.41199989999998,8.536479996,11,24,1
2011-11-25,13.029999999999989,243.0,7.240000000000002,0.4800000000000003,5.02,1024.4700000000003,12.269999999999996,12.379999999999995,0.7899999999999995,4.689999999999999,13.029999999999989,1.0,7.009999999999998,7.460000000000003,12.269999999999996,4.8400000000000025,0.010000000000000005,0,32,303.9929999000001,9.499781246875003,11,25,2
2011-11-26,12.959999999999996,237.0,6.96,0.44,5.75,1025.8000000000004,12.959999999999996,13.069999999999995,0.8099999999999997,11.589999999999993,12.959999999999996,1.0,11.589999999999993,7.009999999999996,12.959999999999996,4.689999999999999,0.05000000000000002,1,41,420.97599969999993,10.267707309756096,11,26,3
2011-11-27,13.540000000000004,256.0,5.759999999999998,0.42,5.479999999999998,1021.1100000000004,13.540000000000004,13.079999999999995,0.7199999999999996,1.3100000000000007,13.540000000000004,1.0,1.3100000000000007,4.47,13.540000000000004,2.9399999999999986,0.08000000000000004,1,41,444.8830006,10.850804892682925,11,27,4
2011-11-28,12.580000000000007,190.0,4.3899999999999935,0.5599999999999996,2.3400000000000025,1022.8000000000011,10.269999999999992,11.839999999999995,0.8599999999999995,10.269999999999992,12.580000000000007,1.0,10.269999999999992,1.310000000000001,10.269999999999992,1.310000000000001,0.12000000000000008,0,55,500.6859998000001,9.103381814545457,11,28,5
2011-11-29,13.470000000000017,213.0,8.61000000000001,0.6000000000000008,6.480000000000005,1009.6999999999988,13.470000000000017,12.570000000000016,0.8200000000000002,3.3400000000000025,13.470000000000017,1.0,6.339999999999992,6.370000000000004,13.470000000000017,3.3899999999999944,0.1500000000000002,0,63,584.3170005000002,9.274873023809526,11,29,6
2011-11-30,11.870000000000005,205.0,5.2599999999999945,0.3099999999999997,4.430000000000005,1019.4299999999993,11.870000000000005,13.049999999999983,0.7800000000000008,6.230000000000008,11.870000000000005,1.0,9.440000000000014,6.33999999999999,11.870000000000005,3.3400000000000025,0.18999999999999986,0,76,669.8269999999994,8.81351315789473,11,30,7
2011-12-01,12.149999999999993,225.0,6.870000000000004,0.5700000000000002,2.5699999999999954,1007.1199999999994,12.149999999999993,12.149999999999993,0.8199999999999992,0.4600000000000007,12.149999999999993,1.0,2.5600000000000023,6.079999999999999,12.149999999999993,5.290000000000008,0.22,0,92,848.9490005000001,9.227706527173916,12,1,8
2011-12-02,8.070000000000013,232.0,3.689999999999998,0.32000000000000023,3.0,1012.1199999999992,5.3299999999999965,11.890000000000004,0.8700000000000004,3.259999999999996,5.3299999999999965,1.0,6.330000000000004,2.5600000000000023,7.360000000000012,0.4600000000000007,0.25,0,100,1014.5910005000003,10.145910005000003,12,2,9
2011-12-03,11.419999999999998,247.0,6.580000000000008,0.5399999999999993,5.419999999999997,1003.550000000002,11.419999999999998,12.700000000000026,0.790000000000001,4.8999999999999915,11.419999999999998,1.0,7.529999999999981,8.120000000000003,11.419999999999998,4.709999999999992,0.2800000000000004,1,110,1185.8300001999996,10.780272729090905,12,3,10
2011-12-04,9.110000000000012,254.0,4.8700000000000045,0.3599999999999996,4.310000000000001,1001.1499999999983,6.6599999999999975,13.359999999999975,0.8199999999999982,-1.6899999999999982,6.6599999999999975,1.0,2.810000000000002,4.689999999999999,9.110000000000012,1.0300000000000011,0.3099999999999996,1,110,1337.944000199999,12.163127274545445,12,4,11
2011-12-05,6.870000000000004,254.0,0.8400000000000023,0.19999999999999954,5.570000000000008,1006.0099999999977,3.1299999999999963,13.0,0.7699999999999997,-1.6100000000000048,3.1299999999999963,1.0,2.680000000000005,2.810000000000002,6.870000000000004,-1.6899999999999982,0.34000000000000075,0,126,1336.8240003999995,10.609714288888886,12,5,12
2011-12-06,6.909999999999991,245.0,2.150000000000001,0.3400000000000009,4.79,1007.3200000000037,3.769999999999994,13.150000000000027,0.8299999999999986,1.9000000000000041,3.769999999999994,1.0,5.160000000000001,2.680000000000005,6.909999999999991,-1.6100000000000052,0.3699999999999993,0,132,1540.8910000000005,11.67341666666667,12,6,13
2011-12-07,9.019999999999989,263.0,1.7899999999999987,0.2899999999999993,7.059999999999973,1008.7599999999992,4.980000000000012,13.11999999999995,0.6800000000000024,0.6299999999999993,5.139999999999988,1.0,4.269999999999991,4.9099999999999975,9.019999999999989,0.9399999999999984,0.39999999999999897,0,152,1655.1830004999995,10.889361845394735,12,7,14
2011-12-08,12.890000000000036,234.0,5.960000000000013,0.5300000000000009,7.009999999999992,1010.8399999999973,12.890000000000036,12.589999999999966,0.8100000000000016,-0.3699999999999989,12.890000000000036,1.0,3.7599999999999936,4.269999999999991,12.890000000000036,0.6299999999999989,0.43000000000000055,0,167,1924.6999996999994,11.525149698802391,12,8,15
2011-12-09,7.6800000000000015,255.0,0.4099999999999981,0.14999999999999955,5.649999999999987,1010.6000000000033,3.9900000000000073,12.829999999999965,0.7099999999999974,-3.419999999999997,3.9900000000000073,1.0,-0.12999999999999992,2.0299999999999923,7.6800000000000015,-1.4199999999999948,0.4599999999999991,0,184,2163.8099997000013,11.759836954891309,12,9,16
2011-12-10,6.080000000000003,247.0,-0.3400000000000017,0.17000000000000084,3.080000000000003,1015.5799999999963,3.1399999999999886,12.829999999999965,0.8100000000000017,0.1099999999999997,3.1399999999999886,1.0,2.480000000000006,-0.12999999999999984,6.080000000000003,-3.4199999999999937,0.4899999999999986,1,201,2539.3939995,12.633800992537315,12,10,17
2011-12-11,8.589999999999973,198.0,4.490000000000006,0.5600000000000015,3.9400000000000177,1007.7099999999988,5.619999999999994,12.089999999999993,0.8799999999999976,-0.6400000000000003,5.720000000000019,1.0,3.0899999999999963,2.480000000000006,8.589999999999973,0.1099999999999997,0.5300000000000009,1,201,2763.584001600001,13.74917413731344,12,11,18
2011-12-12,9.819999999999984,221.0,4.100000000000015,0.37999999999999984,5.019999999999987,1002.470000000001,5.1799999999999855,12.050000000000011,0.8400000000000027,2.709999999999997,5.940000000000032,1.0,6.880000000000031,3.0899999999999985,8.529999999999976,-0.6399999999999993,0.5600000000000015,0,216,2581.6229997999994,11.951958332407406,12,12,19
2011-12-13,12.079999999999961,233.0,3.620000000000004,0.42000000000000137,7.440000000000037,990.2699999999967,4.509999999999994,12.550000000000026,0.75,0.21999999999999933,12.079999999999961,1.0,4.159999999999991,4.539999999999988,8.480000000000015,0.21999999999999933,0.5900000000000025,0,224,2678.468000199999,11.957446429464284,12,13,20
2011-12-14,5.920000000000004,228.0,1.6800000000000057,0.35999999999999954,4.480000000000012,994.480000000004,1.7699999999999958,13.199999999999962,0.7899999999999995,1.069999999999995,2.8799999999999963,1.0,4.080000000000016,4.139999999999988,5.809999999999968,0.780000000000001,0.6299999999999979,0,232,2875.1240001999995,12.392775862931035,12,14,21
2011-12-15,7.970000000000024,234.0,2.4100000000000037,0.4200000000000014,4.710000000000017,996.75,4.25,12.78999999999997,0.7700000000000027,-2.580000000000005,4.380000000000004,1.0,1.8000000000000076,4.080000000000018,7.970000000000024,1.069999999999995,0.6599999999999973,0,252,3101.3840013999993,12.307079370634918,12,15,22
2011-12-16,4.6799999999999935,315.0,1.6000000000000063,0.699999999999998,3.710000000000013,988.100000000004,0.22999999999999876,10.960000000000026,0.8799999999999971,-3.559999999999976,0.9900000000000034,1.0,0.24000000000000066,1.8000000000000076,4.529999999999979,-2.649999999999987,0.699999999999998,0,262,3504.5329971000024,13.376080141603062,12,16,23
2011-12-17,5.349999999999982,285.0,0.9600000000000014,0.37000000000000105,3.9900000000000073,1008.4599999999992,1.7200000000000122,11.639999999999981,0.8600000000000061,-4.119999999999991,1.7200000000000122,1.0,-0.009999999999999943,0.24000000000000035,5.349999999999982,-3.5599999999999743,0.729999999999997,1,280,3783.350999099997,13.511967853928557,12,17,24
2011-12-18,5.490000000000007,289.0,-0.3100000000000012,0.21999999999999925,3.600000000000016,1016.3699999999968,1.9800000000000075,13.03999999999997,0.8400000000000029,-3.669999999999983,1.9800000000000075,1.0,-0.8400000000000029,-0.5600000000000017,5.490000000000007,-4.119999999999991,0.7700000000000035,1,280,4125.035999700001,14.732271427500002,12,18,25
2011-12-19,6.640000000000043,235.0,2.450000000000009,0.469999999999999,2.700000000000013,1014.390000000008,4.019999999999986,10.429999999999954,0.939999999999998,2.2699999999999902,4.019999999999986,1.0,5.829999999999979,-0.8400000000000025,6.640000000000043,-3.669999999999992,0.8100000000000019,0,310,4270.086001199997,13.774470971612892,12,19,26
2011-12-20,8.260000000000048,279.0,3.640000000000005,0.4799999999999991,4.25,1015.0900000000032,4.980000000000015,12.889999999999972,0.8100000000000019,3.5299999999999785,4.980000000000015,1.0,5.9300000000000175,5.660000000000031,8.260000000000048,1.6800000000000015,0.8499999999999982,0,329,4181.295997799999,12.70910637629179,12,20,27
2011-12-21,12.139999999999972,266.0,8.599999999999946,0.6699999999999952,2.899999999999984,1017.9099999999955,12.139999999999972,9.409999999999966,0.939999999999998,5.369999999999954,12.139999999999972,0.0,8.07999999999996,5.9300000000000175,12.139999999999972,3.839999999999988,0.8799999999999968,0,349,4239.850999300003,12.148570198567345,12,21,28
2011-12-22,12.139999999999988,257.0,8.070000000000036,0.3799999999999981,4.309999999999964,1024.7100000000044,12.139999999999988,12.989999999999876,0.8700000000000033,10.349999999999936,12.139999999999988,1.0,10.349999999999936,8.079999999999957,12.139999999999988,5.3699999999999495,0.9199999999999996,0,367,4345.060998600002,11.83940326594006,12,22,29
2011-12-23,11.440000000000026,247.0,7.079999999999963,0.7400000000000039,4.8499999999999694,1017.6699999999986,11.21000000000003,12.359999999999996,0.8500000000000014,-0.5099999999999985,11.440000000000026,0.0,3.169999999999995,5.279999999999977,11.21000000000003,0.9900000000000052,0.9599999999999956,0,378,4632.3860012999985,12.254989421428563,12,23,30
2011-12-24,8.219999999999947,252.0,2.789999999999986,0.3700000000000019,4.460000000000021,1028.1699999999983,5.0199999999999845,13.159999999999929,0.8000000000000057,4.369999999999961,5.319999999999981,1.0,7.449999999999973,3.169999999999995,7.929999999999963,-0.5099999999999985,0.9900000000000052,1,378,4938.689999500001,13.065317458994713,12,24,31
2011-12-25,11.979999999999974,237.0,7.900000000000054,0.8799999999999967,5.80999999999996,1028.450000000007,11.53999999999997,13.989999999999869,0.8300000000000015,11.52000000000001,11.979999999999974,0.0,11.52000000000001,8.670000000000044,11.53999999999997,5.930000000000005,0.029999999999999867,1,378,4894.883998500002,12.949428567460325,12,25,32
2011-12-26,12.90999999999993,236.0,8.880000000000074,0.8100000000000019,5.44000000000004,1033.140000000009,12.90999999999993,13.229999999999936,0.8399999999999975,6.9099999999999975,12.90999999999993,1.0,9.789999999999967,9.82000000000006,12.90999999999993,6.9099999999999975,0.07000000000000023,0,378,4182.788000899998,11.065576721957667,12,26,33
2011-12-27,10.329999999999954,225.0,5.470000000000021,0.8500000000000014,3.5399999999999814,1032.7600000000054,10.329999999999954,13.390000000000025,0.7400000000000039,5.519999999999985,10.329999999999954,0.0,8.030000000000049,8.030000000000049,10.329999999999954,5.5899999999999705,0.10000000000000073,0,378,4345.089000000001,11.494944444444444,12,27,34
2011-12-28,11.190000000000024,239.0,4.89000000000004,0.4600000000000002,6.0199999999999845,1021.309999999998,11.190000000000024,12.829999999999947,0.7700000000000014,0.9800000000000028,11.190000000000024,1.0,5.30999999999996,5.950000000000008,11.190000000000024,1.840000000000001,0.13000000000000073,0,387,4562.9839984,11.790656326614988,12,28,35
2011-12-29,9.579999999999949,258.0,3.2999999999999754,0.4499999999999981,6.829999999999961,1020.4699999999907,6.460000000000028,13.130000000000086,0.7599999999999957,1.7100000000000026,6.460000000000028,1.0,5.329999999999972,5.309999999999959,9.579999999999949,0.9800000000000036,0.1700000000000013,0,402,4882.2579993000045,12.144920396268663,12,29,36
2011-12-30,10.269999999999998,260.0,4.119999999999959,0.5600000000000018,3.7100000000000213,1016.849999999994,4.9200000000000275,11.059999999999995,0.8399999999999958,4.059999999999963,10.269999999999998,1.0,6.769999999999984,5.329999999999972,6.9899999999999425,1.7100000000000035,0.20000000000000154,0,411,5098.1300013,12.40420924890511,12,30,37
2011-12-31,12.569999999999995,250.0,9.86999999999992,0.7599999999999956,5.460000000000027,1010.020000000004,12.170000000000053,13.329999999999945,0.8899999999999914,11.899999999999995,12.569999999999995,0.0,11.899999999999995,10.659999999999943,12.170000000000053,10.659999999999943,0.23000000000000034,1,411,5111.204998899999,12.43602189513382,12,31,38
2012-01-01,12.590000000000071,227.0,9.449999999999932,0.5800000000000051,4.9200000000000275,1004.8200000000058,12.560000000000045,12.329999999999947,0.8999999999999958,1.6499999999999877,12.590000000000071,1.0,5.180000000000012,7.7100000000000275,12.560000000000045,4.859999999999957,0.2600000000000017,1,411,5123.6349992999985,12.466265205109485,1,1,39
2012-01-02,7.570000000000043,237.0,2.7999999999999785,0.20999999999999894,4.8099999999999605,1008.4899999999943,4.039999999999978,13.229999999999905,0.810000000000002,1.269999999999993,4.799999999999969,1.0,4.69000000000004,4.69000000000004,7.570000000000043,0.8700000000000034,0.2900000000000025,0,411,5242.199999500005,12.754744524330912,1,2,40
2012-01-03,12.409999999999926,234.0,5.730000000000015,0.4799999999999971,8.46999999999993,1003.2299999999957,12.409999999999926,10.800000000000084,0.8199999999999945,0.7900000000000025,12.409999999999926,1.0,5.269999999999985,5.9600000000000275,12.409999999999926,1.7300000000000102,0.31999999999999656,0,418,5327.010999700002,12.744045453827756,1,3,41
2012-01-04,9.329999999999949,253.0,3.3800000000000274,0.4900000000000021,7.980000000000016,1014.0700000000058,4.359999999999962,12.619999999999912,0.7799999999999949,3.8399999999999768,4.769999999999985,1.0,8.159999999999963,5.269999999999985,8.21000000000003,0.7900000000000026,0.3499999999999972,0,420,5351.2790004000035,12.741140477142865,1,4,42
2012-01-05,11.46000000000003,283.0,4.279999999999977,0.469999999999999,9.489999999999895,1004.7399999999943,11.03999999999997,12.920000000000055,0.6999999999999944,1.639999999999989,11.46000000000003,1.0,4.400000000000032,7.3400000000000265,11.03999999999997,3.6700000000000133,0.3799999999999977,0,421,5409.040999899999,12.848078384560573,1,5,43
2012-01-06,9.179999999999934,274.0,3.39000000000002,0.4499999999999976,3.9300000000000113,1023.6500000000067,5.739999999999973,12.960000000000033,0.7799999999999948,5.130000000000055,6.130000000000063,1.0,8.079999999999954,4.400000000000032,8.079999999999954,1.639999999999989,0.4099999999999973,0,423,5380.400001199999,12.71962175224586,1,6,44
2012-01-07,10.34000000000006,274.0,4.470000000000023,0.599999999999996,5.650000000000046,1021.7199999999896,10.19999999999992,13.449999999999894,0.7200000000000035,4.720000000000023,10.34000000000006,1.0,7.599999999999943,7.599999999999943,10.19999999999992,4.720000000000023,0.4399999999999983,1,424,5412.555002800002,12.765459912264154,1,7,45
2012-01-08,9.61999999999992,275.0,4.460000000000023,0.7299999999999994,3.559999999999965,1026.5700000000058,8.090000000000037,13.130000000000088,0.75,5.510000000000019,8.090000000000037,1.0,7.739999999999924,8.119999999999925,9.61999999999992,5.519999999999985,0.469999999999999,1,423,5666.3259983000025,13.395569735933812,1,8,46
2012-01-09,12.329999999999947,256.0,7.610000000000018,0.6800000000000053,4.0499999999999705,1029.6099999999904,12.329999999999947,12.46999999999999,0.8399999999999951,7.25,12.329999999999947,1.0,9.159999999999949,7.739999999999923,12.329999999999947,5.510000000000019,0.5099999999999976,0,425,5290.8459993,12.449049410117647,1,9,47
