day,temperatureMax,dewPoint,apparentTemperatureHigh,temperatureMin,temperatureLow,temperatureHigh,uvIndex,month,datetime,avg_energy
2011-12-31,12.569999999999995,9.86999999999992,12.170000000000053,10.659999999999943,11.899999999999995,12.170000000000053,0.0,12,38,12.43602189513382
2012-01-01,12.590000000000071,9.449999999999932,12.560000000000045,7.7100000000000275,5.180000000000012,12.560000000000045,1.0,1,39,12.466265205109485
2012-01-02,7.570000000000043,2.7999999999999785,4.039999999999978,4.69000000000004,4.69000000000004,7.570000000000043,1.0,1,40,12.754744524330912
2012-01-03,12.409999999999926,5.730000000000015,12.409999999999926,5.960000000000028,5.269999999999985,12.409999999999926,1.0,1,41,12.744045453827756
2012-01-04,9.329999999999947,3.3800000000000274,4.359999999999962,5.269999999999985,8.159999999999963,8.21000000000003,1.0,1,42,12.741140477142865
2012-01-05,11.46000000000003,4.279999999999977,11.03999999999997,7.340000000000026,4.400000000000032,11.03999999999997,1.0,1,43,12.848078384560573
2012-01-06,9.179999999999934,3.39000000000002,5.739999999999973,4.400000000000032,8.079999999999954,8.079999999999954,1.0,1,44,12.71962175224586
2012-01-07,10.34000000000006,4.470000000000023,10.19999999999992,7.599999999999943,7.599999999999943,10.19999999999992,1.0,1,45,12.765459912264154
2012-01-08,9.61999999999992,4.460000000000023,8.090000000000037,8.119999999999925,7.739999999999924,9.61999999999992,1.0,1,46,13.395569735933812
2012-01-09,12.329999999999947,7.610000000000018,12.329999999999947,7.739999999999923,9.159999999999947,12.329999999999947,1.0,1,47,12.449049410117647
2012-01-10,11.28999999999997,7.920000000000045,11.28999999999997,9.159999999999947,7.0999999999999455,11.28999999999997,1.0,1,48,11.976153838694634
2012-01-11,11.189999999999984,6.530000000000037,11.189999999999984,7.0999999999999455,7.480000000000016,11.189999999999984,1.0,1,49,11.981207460606052
2012-01-12,12.399999999999961,5.510000000000025,12.399999999999961,5.079999999999969,2.3400000000000105,12.399999999999961,1.0,1,50,12.056824884331805
2012-01-13,6.409999999999987,1.3399999999999943,4.609999999999957,1.1999999999999929,-1.7899999999999934,6.409999999999987,1.0,1,51,12.522756875917418
2012-01-14,6.010000000000043,-0.2999999999999984,5.7699999999999845,-1.7899999999999932,1.160000000000011,6.010000000000043,1.0,1,52,13.49629840683372
2012-01-15,6.269999999999984,-0.4099999999999973,2.9700000000000215,1.160000000000011,0.8299999999999991,6.269999999999984,1.0,1,53,14.037216394760824
2012-01-16,6.559999999999953,-1.6399999999999888,4.1800000000000175,0.8299999999999988,-1.4500000000000033,6.559999999999953,1.0,1,54,13.047807607382564
2012-01-17,5.7899999999999725,-0.09000000000000061,5.210000000000028,-1.4500000000000035,3.579999999999985,5.7899999999999725,1.0,1,55,13.267071268819597
2012-01-18,11.920000000000055,8.139999999999969,11.920000000000055,4.509999999999994,10.479999999999954,11.920000000000055,1.0,1,56,12.789209252863445
2012-01-19,11.510000000000133,7.1599999999999655,11.5,6.90999999999997,4.910000000000017,11.5,1.0,1,57,12.2747607724138
2012-01-20,10.050000000000091,4.230000000000016,10.050000000000091,4.910000000000012,8.679999999999934,10.050000000000091,1.0,1,58,12.783027081041665
2012-01-21,12.350000000000074,5.840000000000018,12.350000000000074,7.610000000000032,6.0,12.350000000000074,1.0,1,59,12.73559432028397
2012-01-22,11.800000000000106,2.650000000000007,11.800000000000106,6.0,4.859999999999982,11.800000000000106,1.0,1,60,13.720799185598375
2012-01-23,8.400000000000045,2.5700000000000034,5.670000000000041,3.460000000000023,1.9400000000000253,8.400000000000045,1.0,1,61,12.614123767583484
2012-01-24,9.770000000000067,5.170000000000037,8.010000000000105,1.9400000000000257,8.630000000000082,9.310000000000018,1.0,1,62,12.8722519374031
2012-01-25,9.760000000000126,7.590000000000052,7.8200000000000705,8.590000000000062,6.550000000000055,9.719999999999981,1.0,1,63,12.553495261290324
2012-01-26,9.539999999999967,4.039999999999973,5.5500000000000345,3.1500000000000257,2.930000000000008,8.770000000000039,1.0,1,64,12.372054406191358
2012-01-27,8.679999999999977,1.4400000000000177,6.150000000000057,2.9300000000000086,3.509999999999992,8.679999999999977,1.0,1,65,12.471985347435892
2012-01-28,6.46000000000003,2.25,4.039999999999973,3.269999999999985,1.8700000000000032,6.46000000000003,1.0,1,66,13.367956680685936
2012-01-29,4.5,1.4299999999999862,2.6800000000000046,1.8700000000000032,1.2400000000000069,4.5,1.0,1,67,14.127586637184114
2012-01-30,3.980000000000015,-0.8500000000000085,1.940000000000028,1.2400000000000069,-0.5400000000000013,3.980000000000015,1.0,1,68,13.45197883439154
2012-01-31,2.1300000000000154,-1.220000000000017,1.129999999999996,-0.5400000000000017,-0.5099999999999958,2.119999999999985,1.0,1,69,13.890518073666088
2012-02-01,3.3599999999999577,-4.690000000000044,-1.8600000000000043,-0.9200000000000026,-1.6599999999999906,3.3599999999999577,1.0,2,70,13.814964403220337
2012-02-02,1.4099999999999937,-7.840000000000068,-3.780000000000001,-1.7599999999999925,-2.1900000000000333,1.4099999999999937,1.0,2,71,14.368799337335524
2012-02-03,1.5399999999999878,-6.190000000000048,-1.6699999999999842,-2.1900000000000337,-3.269999999999985,1.5399999999999878,1.0,2,72,14.521274318660293
2012-02-04,0.7900000000000086,-4.190000000000043,-2.960000000000024,-3.2699999999999845,-0.8100000000000019,0.7900000000000086,1.0,2,73,15.154135638643524
2012-02-05,1.8099999999999712,0.280000000000001,1.8099999999999712,-0.11999999999999975,1.3899999999999886,1.8099999999999712,1.0,2,74,15.940238171924289
2012-02-06,4.079999999999962,1.110000000000011,4.079999999999962,1.3899999999999884,1.0599999999999872,4.079999999999962,1.0,2,75,14.04669160305342
2012-02-07,2.630000000000043,-3.5799999999999663,-0.7599999999999938,-2.8299999999999765,-2.8299999999999765,2.630000000000043,1.0,2,76,13.882766122638662
2012-02-08,0.7300000000000064,-3.719999999999983,-3.4899999999999785,-2.0999999999999863,-0.9400000000000088,0.7300000000000064,1.0,2,77,15.197053412611293
2012-02-09,1.7899999999999827,-2.6700000000000217,1.7899999999999827,-0.9600000000000009,-0.75,1.7899999999999827,1.0,2,78,14.402453743465495
2012-02-10,1.2100000000000088,-3.3900000000000214,-2.2200000000000224,-2.960000000000025,-5.639999999999963,1.2100000000000088,1.0,2,79,14.607209765229864
2012-02-11,1.9299999999999984,-5.6900000000000475,1.9299999999999984,-5.6399999999999615,-4.460000000000028,1.9299999999999984,1.0,2,80,14.873677149571431
2012-02-12,4.840000000000035,-1.0399999999999954,2.2100000000000213,-4.460000000000028,1.0900000000000032,4.840000000000035,1.0,2,81,15.87863428714284
2012-02-13,6.579999999999948,2.6900000000000395,3.420000000000034,1.0900000000000034,4.539999999999972,6.579999999999948,1.0,2,82,14.30545056652544
2012-02-14,8.420000000000057,2.3900000000000325,5.840000000000058,4.539999999999972,6.880000000000083,8.420000000000057,1.0,2,83,13.653157079102373
2012-02-15,10.60999999999987,4.0100000000000575,10.60999999999987,6.929999999999995,5.469999999999915,10.60999999999987,1.0,2,84,13.054147583586216
2012-02-16,10.609999999999868,3.4400000000000426,10.609999999999868,5.4699999999999145,7.130000000000088,10.609999999999868,1.0,2,85,12.593323327012286
2012-02-17,11.82999999999994,6.820000000000005,11.82999999999994,7.130000000000088,8.170000000000057,11.82999999999994,1.0,2,86,12.441717391983707
2012-02-18,10.76000000000016,4.269999999999984,10.76000000000016,3.200000000000004,2.039999999999979,10.76000000000016,1.0,2,87,12.95464227967479
2012-02-19,6.349999999999987,-2.9600000000000253,3.630000000000065,0.6200000000000037,-1.900000000000013,6.349999999999987,1.0,2,88,13.755036585230346
2012-02-20,8.439999999999888,-1.7300000000000135,5.36999999999992,-1.9000000000000143,5.690000000000027,8.439999999999888,1.0,2,89,13.306266581830243
2012-02-21,11.649999999999833,4.360000000000023,11.649999999999833,5.719999999999932,7.479999999999888,11.649999999999833,1.0,2,90,12.639691506274508
2012-02-22,10.470000000000082,6.1199999999999175,6.140000000000013,7.47999999999988,9.130000000000091,9.680000000000094,1.0,2,91,12.883607693717954
2012-02-23,16.979999999999702,10.289999999999967,16.979999999999702,10.3400000000001,9.550000000000123,16.979999999999702,1.0,2,92,11.622128953223779
2012-02-24,14.43000000000016,8.439999999999872,14.43000000000016,9.550000000000123,7.720000000000027,14.43000000000016,1.0,2,93,11.533195762219467
2012-02-25,12.109999999999975,3.2800000000000264,12.109999999999975,6.970000000000002,3.260000000000041,12.109999999999975,2.0,2,94,11.806077015900614
2012-02-26,12.670000000000064,3.369999999999934,12.670000000000064,3.260000000000041,6.270000000000068,12.670000000000064,2.0,2,95,12.444221116024847
2012-02-27,11.149999999999833,6.439999999999948,11.149999999999833,6.270000000000074,9.729999999999798,11.149999999999833,1.0,2,96,12.19642246092797
2012-02-28,13.860000000000065,8.890000000000121,13.860000000000065,9.729999999999793,9.609999999999863,13.860000000000065,2.0,2,97,11.568446860144947
2012-02-29,12.739999999999824,8.310000000000139,12.739999999999824,9.609999999999859,6.489999999999868,12.739999999999824,1.0,2,98,11.516667847805458
2012-03-01,15.110000000000117,6.670000000000058,15.110000000000117,6.489999999999866,5.689999999999977,15.110000000000117,2.0,3,99,11.219012910093902
2012-03-02,8.39000000000012,5.899999999999981,6.550000000000104,5.689999999999973,7.060000000000099,8.39000000000012,2.0,3,100,11.84731170359212
2012-03-03,14.290000000000276,6.420000000000058,14.290000000000276,7.060000000000099,6.920000000000058,14.290000000000276,2.0,3,101,12.207922542774572
2012-03-04,9.319999999999895,4.869999999999919,7.010000000000143,3.920000000000045,4.039999999999972,9.319999999999895,1.0,3,102,13.463506358034685
2012-03-05,9.369999999999905,-0.16999999999999954,5.560000000000024,4.039999999999972,3.739999999999924,9.369999999999905,2.0,3,103,12.716252002405488
2012-03-06,7.220000000000034,1.630000000000029,7.220000000000034,3.7399999999999216,4.679999999999934,7.220000000000034,2.0,3,104,13.029193692004506
2012-03-07,10.75,3.860000000000026,10.75,5.1400000000000015,3.26000000000006,10.75,2.0,3,105,12.757729392538975
2012-03-08,12.030000000000102,1.6400000000000232,12.030000000000102,3.2600000000000606,6.739999999999857,12.030000000000102,2.0,3,106,12.044930611453747
2012-03-09,10.859999999999983,5.510000000000127,10.859999999999983,6.739999999999857,8.73999999999984,10.859999999999983,2.0,3,107,12.156989109803927
2012-03-10,15.389999999999835,8.369999999999907,15.389999999999835,8.73999999999984,6.819999999999943,15.389999999999835,2.0,3,108,11.925032435891886
2012-03-11,15.54999999999976,7.369999999999909,15.54999999999976,6.819999999999943,5.429999999999995,15.54999999999976,2.0,3,109,12.048960003351352
2012-03-12,13.860000000000124,6.529999999999974,13.860000000000124,5.4300000000000015,6.399999999999928,13.860000000000124,2.0,3,110,10.987727466383893
2012-03-13,10.889999999999983,5.449999999999903,10.889999999999983,6.35999999999992,5.369999999999914,10.889999999999983,2.0,3,111,10.996885656860714
2012-03-14,12.409999999999885,4.07999999999995,12.409999999999885,5.0300000000000304,2.820000000000027,12.409999999999885,2.0,3,112,10.992513263877552
2012-03-15,16.790000000000433,5.7200000000000095,16.790000000000433,2.8200000000000296,8.5,16.790000000000433,3.0,3,113,10.969932336616905
2012-03-16,9.75,5.039999999999969,7.319999999999906,8.5,7.48999999999984,9.75,2.0,3,114,11.309622457792821
2012-03-17,10.75,6.9899999999998474,10.75,7.369999999999907,3.980000000000012,10.75,2.0,3,115,11.832222115576933
2012-03-18,9.760000000000172,3.8899999999999593,8.02999999999993,3.980000000000012,1.690000000000038,9.760000000000172,2.0,3,116,12.155441346442304
2012-03-19,13.270000000000305,1.4100000000000192,13.270000000000305,1.6900000000000384,4.329999999999949,13.270000000000305,3.0,3,117,11.055944908683493
2012-03-20,14.47999999999968,4.409999999999932,14.47999999999968,4.329999999999947,8.7900000000001,14.47999999999968,2.0,3,118,10.730913087191203
2012-03-21,15.62000000000026,4.930000000000023,15.62000000000026,7.439999999999838,6.140000000000107,15.62000000000026,3.0,3,119,10.380301870080132
2012-03-22,15.809999999999974,5.279999999999977,15.809999999999974,6.1400000000001125,6.739999999999843,15.809999999999974,3.0,3,120,10.204812933129366
2012-03-23,19.479999999999645,7.290000000000013,19.479999999999645,6.73999999999984,6.4200000000000585,19.479999999999645,3.0,3,121,10.123756981371725
2012-03-24,18.830000000000414,6.810000000000174,18.830000000000414,6.4200000000000585,4.399999999999971,18.830000000000414,3.0,3,122,10.227772918923463
2012-03-25,15.985000000000465,4.494999999999956,15.985000000000465,4.119999999999961,4.579999999999979,15.985000000000465,3.0,3,123,10.697857865685467
2012-03-26,18.259999999999735,1.4900000000000082,18.259999999999735,5.319999999999942,4.88000000000009,18.259999999999735,3.0,3,124,9.984955945303417
2012-03-27,21.13999999999965,1.4500000000000302,21.13999999999965,4.88000000000009,6.890000000000128,21.13999999999965,3.0,3,125,9.567693507313061
2012-03-28,19.159999999999872,5.109999999999913,19.159999999999872,6.8900000000001205,7.810000000000076,19.159999999999872,4.0,3,126,9.530815149185669
2012-03-29,17.12000000000005,6.670000000000062,17.12000000000005,7.810000000000075,7.369999999999991,17.12000000000005,3.0,3,127,9.341878049024393
2012-03-30,11.090000000000117,3.710000000000031,11.090000000000117,6.579999999999938,2.429999999999963,11.090000000000117,3.0,3,128,9.34331788707318
2012-03-31,12.87999999999966,-0.039999999999999286,12.87999999999966,2.4299999999999624,3.979999999999942,12.87999999999966,3.0,3,129,10.423353322042153
2012-04-01,15.040000000000472,2.1799999999999766,15.040000000000472,3.979999999999942,5.039999999999968,15.040000000000472,3.0,4,130,10.746523076842106
2012-04-02,12.92000000000007,4.770000000000128,12.92000000000007,5.039999999999968,3.5700000000000367,12.92000000000007,3.0,4,131,9.926288639905351
2012-04-03,10.18000000000018,3.030000000000084,10.18000000000018,3.570000000000031,6.510000000000162,10.18000000000018,3.0,4,132,10.164702556932598
2012-04-04,8.920000000000064,3.0599999999999525,6.470000000000055,4.60999999999992,0.33999999999999103,8.920000000000064,3.0,4,133,10.250397116021258
2012-04-05,12.280000000000276,0.38999999999998985,12.280000000000276,0.3399999999999907,7.920000000000062,12.280000000000276,3.0,4,134,10.645233406711409
2012-04-06,10.479999999999695,4.359999999999931,10.479999999999695,6.859999999999938,6.520000000000223,10.479999999999695,3.0,4,135,10.556476904694494
2012-04-07,13.080000000000052,6.4300000000001205,13.080000000000052,6.520000000000223,8.309999999999995,13.080000000000052,3.0,4,136,10.313023116480245
2012-04-08,10.809999999999881,7.969999999999911,10.809999999999881,8.309999999999995,5.93999999999983,10.809999999999881,3.0,4,137,10.616332834850748
2012-04-09,12.899999999999833,3.9300000000000095,12.899999999999833,5.93999999999983,3.5700000000000185,12.899999999999833,4.0,4,138,10.632938106860543
2012-04-10,12.909999999999876,2.7399999999999047,12.909999999999876,3.5700000000000123,3.679999999999996,12.909999999999876,4.0,4,139,9.918651824306579
2012-04-11,12.129999999999699,4.069999999999969,12.129999999999699,3.6800000000000033,3.9700000000000015,12.129999999999699,4.0,4,140,10.063980040199576
2012-04-12,12.020000000000328,3.9300000000000295,12.020000000000328,3.9700000000000095,5.670000000000062,12.020000000000328,4.0,4,141,10.11536174656966
2012-04-13,11.620000000000287,3.0700000000000363,11.620000000000287,5.670000000000062,3.300000000000092,11.620000000000287,4.0,4,142,10.017245438269104
2012-04-14,9.120000000000264,0.20999999999999835,6.159999999999895,3.300000000000093,1.9600000000000284,9.120000000000264,4.0,4,143,10.255278372029373
2012-04-15,10.940000000000166,-1.8699999999999324,10.940000000000166,1.9600000000000284,5.159999999999902,10.940000000000166,4.0,4,144,11.126346463284392
2012-04-16,13.770000000000351,2.849999999999967,13.770000000000351,5.1599999999999016,6.270000000000246,13.770000000000351,4.0,4,145,10.444852068346254
2012-04-17,10.010000000000186,5.739999999999832,10.010000000000186,6.270000000000253,6.46999999999993,10.010000000000186,3.0,4,146,10.617443401438413
2012-04-18,9.930000000000199,6.340000000000107,8.0499999999998,6.469999999999912,5.340000000000104,9.930000000000199,4.0,4,147,10.793320802425725
2012-04-19,12.45999999999948,5.189999999999872,12.45999999999948,5.340000000000104,3.7799999999999647,12.45999999999948,4.0,4,148,10.692765469770158
2012-04-20,12.450000000000406,3.409999999999917,12.450000000000406,3.779999999999959,4.760000000000162,12.450000000000406,4.0,4,149,10.28497244523536
2012-04-21,14.029999999999795,4.689999999999832,14.029999999999795,4.760000000000162,6.8899999999999055,14.029999999999795,4.0,4,150,10.237361109977314
2012-04-22,9.669999999999996,5.629999999999938,7.280000000000182,6.889999999999907,6.98999999999982,9.669999999999996,4.0,4,151,10.675958023936456
2012-04-23,12.479999999999645,4.680000000000115,12.479999999999645,6.989999999999819,6.549999999999862,12.479999999999645,4.0,4,152,10.23329895135135
2012-04-24,11.939999999999776,6.860000000000117,11.939999999999776,6.549999999999846,9.229999999999674,11.939999999999776,4.0,4,153,10.032602790821274
2012-04-25,13.889999999999645,6.930000000000177,13.889999999999645,9.22999999999967,9.280000000000175,13.889999999999645,4.0,4,154,10.497288633368244
2012-04-26,14.840000000000133,7.229999999999695,14.840000000000133,9.280000000000145,8.309999999999837,14.840000000000133,4.0,4,155,9.912728388900248
2012-04-27,10.03000000000001,7.299999999999748,6.989999999999816,6.459999999999696,5.989999999999821,9.590000000000126,4.0,4,156,9.659546580079276
2012-04-28,14.889999999999617,6.8600000000001575,14.889999999999617,5.98999999999982,8.680000000000208,14.889999999999617,4.0,4,157,10.718921831415932
2012-04-29,17.150000000000652,7.049999999999759,17.150000000000652,8.680000000000208,11.279999999999873,17.150000000000652,5.0,4,158,11.5585434884521
2012-04-30,17.240000000000432,10.75999999999969,17.240000000000432,11.279999999999836,9.97999999999965,17.240000000000432,4.0,4,159,9.337549976409283
2012-05-01,13.810000000000509,8.569999999999789,13.810000000000509,9.729999999999652,8.159999999999876,13.810000000000509,4.0,5,160,9.206823692561978
2012-05-02,9.189999999999863,7.139999999999789,7.6000000000001915,7.989999999999963,7.379999999999659,8.75,4.0,5,161,9.285732143080354
2012-05-03,9.020000000000346,5.930000000000183,7.1800000000002004,7.379999999999693,6.209999999999647,9.020000000000346,4.0,5,162,10.01893591717523
2012-05-04,9.709999999999452,2.899999999999895,7.419999999999968,6.2099999999996385,5.719999999999797,9.709999999999452,4.0,5,163,9.998387081308813
2012-05-05,8.37000000000012,2.7899999999999685,7.0400000000004255,5.719999999999794,5.2000000000001565,8.37000000000012,4.0,5,164,10.23154603491724
2012-05-06,14.47999999999977,6.549999999999727,14.47999999999977,5.2000000000001565,10.43000000000023,14.47999999999977,4.0,5,165,10.631813399999992
2012-05-07,17.240000000000173,10.020000000000358,17.240000000000173,10.43000000000023,10.779999999999768,17.240000000000173,5.0,5,166,10.512646460364556
2012-05-08,15.18000000000025,11.779999999999655,15.18000000000025,10.779999999999733,14.270000000000136,15.18000000000025,4.0,5,167,9.218983752558888
2012-05-09,17.12000000000038,13.9199999999991,17.12000000000038,14.43999999999972,11.470000000000345,17.12000000000038,4.0,5,168,9.481354993185438
2012-05-10,15.879999999999736,6.229999999999678,15.879999999999736,9.369999999999909,5.690000000000127,15.879999999999736,5.0,5,169,9.198219257463254
2012-05-11,14.439999999999854,1.979999999999916,14.439999999999854,5.690000000000138,5.489999999999814,14.439999999999854,6.0,5,170,8.729915572532805
2012-05-12,16.259999999999973,3.7399999999998284,16.259999999999973,5.489999999999814,6.939999999999987,16.259999999999973,6.0,5,171,9.152305027858462
2012-05-13,11.409999999999867,6.170000000000046,11.409999999999867,6.939999999999987,5.9200000000000665,11.409999999999867,4.0,5,172,9.497021229385457
2012-05-14,11.270000000000374,4.709999999999696,11.270000000000374,5.920000000000062,3.8899999999999686,11.270000000000374,5.0,5,173,9.188819624603164
2012-05-15,13.45999999999932,2.520000000000178,13.45999999999932,3.889999999999953,7.110000000000287,13.45999999999932,6.0,5,174,9.454046632538542
2012-05-16,14.059999999999995,4.540000000000312,14.059999999999995,7.110000000000294,9.110000000000355,14.059999999999995,5.0,5,175,8.09679030543142
2012-05-17,15.769999999999282,8.520000000000364,15.769999999999282,9.110000000000364,11.839999999999858,15.769999999999282,5.0,5,176,8.816307178731211
2012-05-18,16.419999999998847,9.479999999999627,16.419999999998847,10.590000000000133,9.060000000000443,16.419999999998847,5.0,5,177,8.926112950016211
2012-05-19,12.180000000000252,7.630000000000068,12.180000000000252,9.06000000000045,9.319999999999759,12.180000000000252,4.0,5,178,9.001076972528196
2012-05-20,16.220000000000688,9.330000000000721,16.220000000000688,9.319999999999759,11.439999999999651,16.220000000000688,5.0,5,179,9.79054475228588
2012-05-21,24.42999999999909,12.839999999999401,24.460000000000402,11.439999999999733,13.470000000000613,24.42999999999909,7.0,5,180,8.813533917849341
2012-05-22,25.369999999999905,14.319999999999744,25.429999999998714,13.470000000000624,15.360000000000465,25.369999999999905,6.0,5,181,8.227850837229843
2012-05-23,25.44999999999841,15.889999999999533,25.660000000002107,15.360000000000465,15.809999999999466,25.44999999999841,7.0,5,182,8.031598925634144
2012-05-24,24.13999999999949,12.139999999999564,24.13999999999949,15.809999999999436,15.059999999999526,24.13999999999949,7.0,5,183,7.960995596418082
2012-05-25,24.63999999999949,10.240000000000498,24.63999999999949,15.059999999999494,13.55000000000052,24.63999999999949,7.0,5,184,7.963798959792018
2012-05-26,25.979999999999908,10.220000000000494,25.979999999999908,13.550000000000527,13.889999999999542,25.979999999999908,6.0,5,185,8.12422372510797
2012-05-27,25.580000000001412,12.160000000000679,25.580000000001412,13.889999999999542,14.25,25.580000000001412,6.0,5,186,8.439693148503174
2012-05-28,22.37000000000017,12.930000000000256,22.37000000000017,14.25,12.5,22.37000000000017,6.0,5,187,8.101152928538955
2012-05-29,24.110000000000515,12.610000000000449,24.110000000000515,12.5,13.69999999999938,24.110000000000515,6.0,5,188,8.00506552777933
2012-05-30,19.540000000000237,12.019999999999499,19.540000000000237,13.699999999999356,13.98000000000088,19.540000000000237,6.0,5,189,7.968315075103747
2012-05-31,20.08000000000134,12.690000000000285,20.08000000000134,13.980000000000913,12.16999999999892,20.08000000000134,6.0,5,190,8.069431024700117
2012-06-01,17.540000000000756,10.580000000000991,17.540000000000756,11.830000000001073,11.029999999999417,17.540000000000756,5.0,6,191,8.146023406160884
2012-06-02,12.190000000000243,10.730000000000278,12.190000000000243,10.970000000000583,7.639999999999626,12.190000000000243,5.0,6,192,8.446874364073782
