day,energy_sum,NoOfHouse,avg_energy,temperatureMax,windBearing,dewPoint,cloudCover,windSpeed,pressure,apparentTemperatureHigh,visibility,humidity,apparentTemperatureLow,apparentTemperatureMax,uvIndex,temperatureLow,temperatureMin,temperatureHigh,apparentTemperatureMin,moonPhase,IsBankHoliday
2012-04-09,14155.862001199992,1328,10.659534639457826,12.9,238,3.93,0.37,5.0,990.03,12.9,13.18,0.7,1.97,12.9,4.0,3.57,5.94,12.9,2.8,0.64,0
2012-04-10,13404.32799940002,1339,10.010700522330112,12.91,250,2.74,0.31,1.67,996.99,12.91,13.1,0.7,2.56,12.91,4.0,3.68,3.57,12.91,1.97,0.67,0
2012-04-11,13820.692996800002,1367,10.110236281492321,12.13,266,4.07,0.32,1.31,1002.96,12.13,12.02,0.77,2.81,12.13,4.0,3.97,3.68,12.13,2.56,0.71,0
2012-04-12,14231.643000400018,1387,10.260737563374201,12.02,9,3.93,0.45,0.65,1005.09,12.02,8.8,0.77,3.66,12.02,4.0,5.67,3.97,12.02,2.81,0.75,0
2012-04-13,14554.615003100009,1440,10.107371529930562,11.62,38,3.07,0.47,3.41,1007.83,11.62,10.62,0.72,-0.3,11.62,4.0,3.3,5.67,11.62,3.66,0.78,0
2012-04-14,15223.241001099996,1476,10.313848916734415,9.12,4,0.21,0.25,4.65,1019.5,6.16,13.33,0.66,-0.22,6.16,4.0,1.96,3.3,9.12,-0.3,0.82,1
2012-04-15,16599.48300200002,1492,11.125658848525482,10.94,274,-1.87,0.37,0.59,1024.8,10.94,12.78,0.59,1.82,10.94,4.0,5.16,1.96,10.94,-0.22,0.85,1
2012-04-16,15821.866001799994,1496,10.576113637566841,13.77,213,2.85,0.42,4.94,1002.45,13.77,12.55,0.71,2.76,13.77,4.0,6.27,5.16,13.77,1.82,0.88,0
2012-04-17,16639.681998900018,1544,10.776996113277214,10.01,174,5.74,0.6,5.1,982.22,10.01,11.86,0.87,3.41,10.01,3.0,6.47,6.27,10.01,2.76,0.91,0
2012-04-18,17313.901003100003,1593,10.868738859447586,9.93,256,6.34,0.67,3.78,984.05,8.05,10.7,0.91,2.92,8.05,4.0,5.34,6.47,9.93,3.41,0.94,0
2012-04-19,17758.351001899962,1638,10.841484128144055,12.46,244,5.19,0.37,3.28,993.06,12.46,11.52,0.83,1.57,12.46,4.0,3.78,5.34,12.46,2.92,0.97,0
2012-04-20,17610.06199989999,1689,10.426324452279449,12.45,261,3.41,0.35,3.63,997.0,12.45,12.76,0.73,2.21,12.45,4.0,4.76,3.78,12.45,1.57,0.01,0
2012-04-21,17151.69399799999,1669,10.276629118034746,14.03,239,4.69,0.29,4.35,1002.51,14.03,13.12,0.78,4.53,14.03,4.0,6.89,4.76,14.03,2.21,0.04,1
2012-04-22,18813.750996199968,1758,10.701792375540368,9.67,130,5.63,0.63,2.4,995.32,7.28,11.68,0.86,4.03,7.28,4.0,6.99,6.89,9.67,4.53,0.07,1
2012-04-23,18243.760998900016,1757,10.38347239550371,12.48,329,4.68,0.57,2.91,996.88,12.48,11.75,0.76,2.27,12.48,4.0,6.55,6.99,12.48,4.03,0.1,0
2012-04-24,18375.82399910003,1810,10.152388949779022,11.94,157,6.86,0.57,5.44,988.28,11.94,11.22,0.88,5.94,11.94,4.0,9.23,6.55,11.94,2.27,0.13,0
2012-04-25,19651.123001299977,1849,10.627973499891821,13.89,208,6.93,0.56,7.61,993.73,13.89,12.5,0.77,6.84,13.89,4.0,9.28,9.23,13.89,5.94,0.16,0
2012-04-26,18956.71999979999,1898,9.987734457218119,14.84,213,7.23,0.49,4.14,1009.84,14.84,12.92,0.77,5.97,14.84,4.0,8.31,9.28,14.84,6.84,0.19,0
2012-04-27,19032.43799879999,1951,9.755221936852891,10.03,37,7.3,0.74,4.9,1014.81,6.99,9.06,0.92,1.49,10.03,4.0,5.99,6.46,9.59,2.18,0.22,0
2012-04-28,21649.26400510001,2013,10.754726281718833,14.89,74,6.86,0.7,4.98,1004.79,14.89,10.28,0.86,6.21,14.89,4.0,8.68,5.99,14.89,1.49,0.26,1
2012-04-29,23253.205999100028,2008,11.580281872061766,17.15,110,7.05,0.32,4.69,1012.09,17.15,13.13,0.68,11.28,17.15,5.0,11.28,8.68,17.15,6.21,0.29,1
2012-04-30,19274.087999999996,2032,9.485279527559053,17.24,81,10.76,0.61,1.85,1015.82,17.24,9.29,0.84,8.31,17.24,4.0,9.98,11.28,17.24,11.28,0.33,0
2012-05-01,19623.54700249999,2104,9.32678089472433,13.81,350,8.57,0.78,3.3,1019.49,13.81,8.66,0.85,6.06,13.81,4.0,8.16,9.73,13.81,7.76,0.36,0
2012-05-02,20285.227001400024,2170,9.348030876221209,9.19,15,7.14,0.82,2.7,1012.04,7.6,9.04,0.9,5.97,7.73,4.0,7.38,7.99,8.75,5.92,0.4,0
2012-05-03,22514.35799429998,2236,10.06903309226296,9.02,12,5.93,0.78,2.56,1006.82,7.18,10.57,0.86,2.99,7.18,4.0,6.21,7.38,9.02,5.89,0.44,0
2012-05-04,23102.864995999993,2291,10.084183760803139,9.71,39,2.9,0.63,4.28,1009.49,7.42,13.15,0.73,3.19,7.42,4.0,5.72,6.21,9.71,2.99,0.47,0
2012-05-05,23963.515004199933,2331,10.28035821715999,8.37,43,2.79,0.73,2.75,1013.88,7.04,13.1,0.75,4.48,7.04,4.0,5.2,5.72,8.37,3.19,0.51,1
2012-05-06,25006.22999709999,2350,10.640948934936166,14.48,160,6.55,0.52,2.54,1014.29,14.48,11.64,0.82,10.43,14.48,4.0,10.43,5.2,14.48,4.48,0.55,1
2012-05-07,24757.062999699978,2354,10.51701911627017,17.24,196,10.02,0.51,3.13,1007.34,17.24,12.09,0.82,10.78,17.24,5.0,10.78,10.43,17.24,10.43,0.59,0
2012-05-08,22113.87099869996,2351,9.406155252530821,15.18,202,11.78,0.77,3.06,1008.41,15.18,8.14,0.92,14.27,15.18,4.0,14.27,10.78,15.18,10.78,0.62,0
2012-05-09,23220.664001800058,2419,9.599282348821852,17.12,213,13.92,0.79,6.59,1009.21,17.12,10.9,0.9,11.47,17.12,4.0,11.47,14.44,17.12,14.44,0.66,0
2012-05-10,23334.94899979997,2511,9.293090003902815,15.88,270,6.23,0.45,5.09,1021.32,15.88,13.31,0.64,3.24,15.88,5.0,5.69,9.37,15.88,7.43,0.7,0
2012-05-11,22718.522001099922,2580,8.805628682596868,14.44,343,1.98,0.16,2.6,1036.68,14.44,13.23,0.58,4.6,14.44,6.0,5.49,5.69,14.44,3.24,0.73,0
2012-05-12,24205.580000199978,2631,9.200144431851,16.26,226,3.74,0.19,3.29,1030.8,16.26,12.76,0.62,4.06,16.26,6.0,6.94,5.49,16.26,4.6,0.77,1
2012-05-13,25277.594000799963,2654,9.524338357498102,11.41,229,6.17,0.43,4.56,1016.78,11.41,12.89,0.8,2.59,11.41,4.0,5.92,6.94,11.41,4.06,0.8,1
2012-05-14,24621.94899969997,2663,9.245944047953424,11.27,300,4.71,0.41,3.89,1015.41,11.27,12.79,0.81,1.41,11.27,5.0,3.89,5.92,11.27,2.59,0.83,0
2012-05-15,26086.723996799938,2723,9.580141019757598,13.46,283,2.52,0.31,2.65,1025.11,13.46,12.96,0.64,6.22,13.46,6.0,7.11,3.89,13.46,1.41,0.86,0
2012-05-16,23025.702999099984,2534,9.08670205173638,14.06,131,4.54,0.42,2.52,1017.46,14.06,12.76,0.66,7.09,14.06,5.0,9.11,7.11,14.06,6.22,0.89,0
2012-05-17,23279.63400010001,2608,8.926240030713194,15.77,105,8.52,0.46,2.19,1004.51,15.77,11.52,0.77,11.84,15.77,5.0,11.84,9.11,15.77,7.09,0.92,0
2012-05-18,26941.954999199956,2986,9.022757869792349,16.42,254,9.48,0.65,0.61,1009.32,16.42,10.12,0.78,6.81,16.42,5.0,9.06,10.59,16.42,10.59,0.95,0
2012-05-19,27343.453999200046,3038,9.000478604081648,12.18,20,7.63,0.87,4.33,1010.67,12.18,12.73,0.82,7.07,12.18,4.0,9.32,9.06,12.18,6.81,0.98,1
2012-05-20,30357.980000599946,3097,9.802382951436856,16.22,348,9.33,0.75,4.53,1009.14,16.22,10.69,0.82,11.44,16.22,5.0,11.44,9.32,16.22,7.07,0.01,1
2012-05-21,27537.98300330004,3100,8.883220323645174,24.43,339,12.84,0.47,3.98,1014.23,24.46,8.93,0.75,13.47,24.46,7.0,13.47,11.44,24.43,11.44,0.04,0
2012-05-22,26300.4660001,3177,8.278396600598048,25.37,343,14.32,0.17,2.18,1022.31,25.43,9.46,0.75,15.36,25.43,6.0,15.36,13.47,25.37,13.47,0.08,0
2012-05-23,26237.49199990002,3243,8.090500154147401,25.45,43,15.89,0.31,1.93,1025.75,25.66,7.47,0.78,15.81,25.66,7.0,15.81,15.36,25.45,15.36,0.11,0
2012-05-24,26640.882000899983,3327,8.007478810009012,24.14,69,12.14,0.09,4.88,1023.35,24.14,9.83,0.64,15.06,24.14,7.0,15.06,15.81,24.14,15.81,0.14,0
2012-05-25,23360.280000099978,2901,8.052492244088238,24.64,76,10.24,0.0,5.15,1020.27,24.64,12.01,0.58,13.55,24.64,7.0,13.55,15.06,24.64,15.06,0.17,0
2012-05-26,27839.742997299974,3416,8.149807668998822,25.98,83,10.22,0.13,3.3,1018.48,25.98,13.02,0.56,13.89,25.98,6.0,13.89,13.55,25.98,13.55,0.21,1
2012-05-27,29201.020997900032,3453,8.456710396148287,25.58,264,12.16,0.21,0.71,1017.75,25.58,12.12,0.62,14.25,25.58,6.0,14.25,13.89,25.58,13.89,0.24,1
2012-05-28,28003.537003300044,3440,8.140563082354664,22.37,19,12.93,0.33,1.06,1017.29,22.37,11.57,0.73,12.5,22.37,6.0,12.5,14.25,22.37,14.25,0.28,0
2012-05-29,27721.60899909997,3436,8.067988649330609,24.11,216,12.61,0.4,2.37,1017.83,24.11,9.08,0.72,13.7,24.11,6.0,13.7,12.5,24.11,12.5,0.31,0
2012-05-30,28462.775996400043,3552,8.013168917905418,19.54,267,12.02,0.48,4.31,1018.59,19.54,12.49,0.76,13.98,19.54,6.0,13.98,13.7,19.54,13.7,0.35,0
2012-05-31,29286.676998700023,3606,8.121651968580151,20.08,320,12.69,0.63,0.84,1019.08,20.08,11.14,0.78,12.17,20.08,6.0,12.17,13.98,20.08,13.98,0.39,0
2012-06-01,29918.304000299984,3663,8.167705159787056,17.54,94,10.58,0.71,4.71,1014.89,17.54,9.29,0.81,11.03,17.54,5.0,11.03,11.83,17.54,11.83,0.43,0
2012-06-02,31425.217996000007,3713,8.463565309991923,12.19,91,10.73,0.82,4.54,1007.36,12.19,6.18,0.95,4.48,12.19,5.0,7.64,10.97,12.19,10.97,0.46,1
2012-06-03,34632.63200159994,3710,9.334941240323433,13.89,20,6.87,0.56,3.37,1013.69,13.89,10.86,0.79,7.54,13.89,6.0,7.54,7.64,13.89,4.48,0.5,1
2012-06-04,32897.594000299985,3724,8.833940386761542,15.0,160,8.14,0.51,3.42,1014.65,15.0,11.3,0.82,11.54,15.0,6.0,11.54,7.54,15.0,7.54,0.54,1
2012-06-05,34353.238003999955,3716,9.244681917115166,18.13,215,11.78,0.52,4.58,1002.58,18.13,11.86,0.82,12.6,18.13,6.0,12.6,12.52,18.13,12.52,0.58,0
2012-06-06,31584.8510029,3731,8.465518896515679,17.29,183,12.18,0.6,4.24,998.19,17.29,11.15,0.86,12.28,17.29,6.0,12.28,12.6,17.29,12.6,0.61,0
2012-06-07,33129.622992800076,3783,8.757500130267005,15.17,221,9.71,0.68,8.64,998.33,15.17,12.05,0.78,11.02,15.17,5.0,11.02,12.28,15.17,12.28,0.65,0
2012-06-08,33698.00199850002,3810,8.844619947112866,17.92,251,6.44,0.38,6.62,1009.44,17.92,13.12,0.61,8.91,17.92,6.0,8.91,11.02,17.92,11.02,0.68,0
2012-06-09,33207.03600220002,3871,8.57841281379489,17.22,119,9.33,0.4,1.56,1008.58,17.22,11.46,0.78,12.09,17.22,6.0,12.09,8.91,17.22,8.91,0.72,1
2012-06-10,35506.95900170008,3891,9.12540709372914,13.28,33,11.57,0.85,4.37,1002.0,13.28,6.37,0.95,10.78,13.28,5.0,10.78,10.97,13.28,10.97,0.75,1
2012-06-11,36865.441005199966,3885,9.489174003912476,12.87,9,8.79,0.8,3.69,1008.62,12.87,11.81,0.83,7.54,12.87,5.0,7.54,10.46,12.87,10.46,0.78,0
2012-06-12,36189.332999599974,3933,9.20145766580218,17.51,123,6.68,0.32,1.01,1016.35,17.51,12.6,0.67,7.79,17.51,6.0,8.7,7.54,17.51,7.54,0.81,0
2012-06-13,27708.835997299993,3240,8.552109875709874,18.08,105,8.21,0.35,4.6,1016.24,18.08,12.6,0.71,12.91,18.08,6.0,12.91,8.7,18.08,7.79,0.84,0
2012-06-14,26650.113996200052,3092,8.619053685705062,17.59,201,11.11,0.47,4.96,1008.12,17.59,12.31,0.78,12.57,17.59,6.0,12.57,12.91,17.59,12.91,0.87,0
2012-06-15,26313.994997,3065,8.585316475367048,17.47,214,9.73,0.57,7.3,1008.62,17.47,13.13,0.72,12.46,17.47,6.0,12.46,12.57,17.47,12.57,0.9,0
2012-06-16,25288.412000499975,2833,8.926372043946337,19.44,228,9.47,0.48,4.86,1016.26,19.44,13.33,0.67,11.17,19.44,6.0,11.17,12.46,19.44,12.46,0.93,1
2012-06-17,29458.876004400005,3255,9.050345930691245,18.87,248,9.48,0.43,2.39,1016.94,18.87,12.49,0.73,10.1,18.87,6.0,10.1,11.17,18.87,11.17,0.96,1
2012-06-18,34009.98299939996,4067,8.362425128940242,20.35,225,9.32,0.31,1.97,1019.22,20.35,12.84,0.68,11.47,20.35,7.0,11.47,10.1,20.35,10.1,0.99,0
2012-06-19,33311.02599800002,4098,8.128605660810155,21.16,93,9.49,0.32,2.63,1016.69,21.16,12.33,0.64,13.92,21.16,6.0,13.92,11.47,21.16,11.47,0.03,0
2012-06-20,33185.51899819996,4128,8.039127664292625,19.08,168,12.86,0.59,2.75,1006.07,19.08,9.83,0.84,11.44,19.08,5.0,11.44,11.52,19.08,11.52,0.06,0
2012-06-21,34588.49900159998,4112,8.411599951750969,17.53,228,10.62,0.54,7.04,1010.38,17.53,12.92,0.78,11.01,17.53,5.0,11.01,11.44,17.53,11.44,0.09,0
2012-06-22,34903.134002399915,4122,8.46752401804947,18.12,231,9.17,0.33,5.55,1019.39,18.12,13.23,0.71,11.65,18.12,6.0,11.65,11.01,18.12,11.01,0.12,0
2012-06-23,35801.74399819987,4151,8.624847988002859,19.88,248,11.14,0.54,4.44,1012.31,19.88,12.12,0.77,12.11,19.88,6.0,12.11,11.65,19.88,11.65,0.16,1
2012-06-24,37283.04299669993,4136,9.014275386049306,21.15,270,11.02,0.36,2.35,1017.44,21.15,13.18,0.7,14.04,21.15,6.0,14.04,12.11,21.15,12.11,0.19,1
2012-06-25,34490.841002499896,4163,8.285092722195508,22.92,209,12.14,0.56,2.82,1019.93,22.92,12.83,0.69,17.74,22.92,6.0,17.56,14.04,22.92,14.04,0.23,0
2012-06-26,34355.16100009992,4171,8.236672500623333,22.66,232,16.17,0.57,2.94,1017.53,22.78,12.44,0.82,17.22,22.78,6.0,17.11,17.56,22.66,17.74,0.27,0
2012-06-27,34431.02399969992,4164,8.268737752089319,27.16,184,16.52,0.31,3.03,1005.5,28.64,12.79,0.75,13.96,28.64,6.0,13.96,16.23,27.16,16.23,0.3,0
2012-06-28,33350.918999,4089,8.156253117877231,20.96,213,12.33,0.44,6.24,1004.93,20.96,13.04,0.75,15.29,20.96,6.0,15.29,13.96,20.96,13.96,0.34,0
2012-06-29,34313.320997799994,4180,8.208928468373204,20.13,215,11.43,0.48,5.76,1008.1,20.13,12.92,0.71,11.01,20.13,6.0,11.01,13.61,20.13,13.61,0.38,0
2012-06-30,34306.98600240009,4183,8.201526656084171,17.88,234,9.31,0.31,5.06,1014.12,17.88,13.2,0.7,12.47,17.88,6.0,12.47,11.01,17.88,11.01,0.42,1
2012-07-01,36524.68700340003,4198,8.700497142305867,17.58,192,12.17,0.56,4.51,1015.49,17.58,11.97,0.83,15.52,17.58,6.0,15.43,12.47,17.58,12.47,0.45,1
2012-07-02,36164.24299540005,4194,8.6228524071054,18.81,192,15.16,0.78,3.64,1013.77,18.81,11.54,0.9,16.12,18.81,5.0,15.95,15.43,18.81,15.52,0.49,0
2012-07-03,35466.91799810005,4190,8.464658233436765,21.44,176,15.78,0.66,3.35,1009.62,21.44,11.02,0.85,15.2,21.44,6.0,15.2,15.95,21.44,16.12,0.53,0
2012-07-04,34713.801998400035,4209,8.247517699786181,22.33,192,12.99,0.48,1.35,1009.33,22.33,12.73,0.71,14.78,22.33,6.0,14.78,15.2,22.33,15.2,0.56,0
2012-07-05,34380.98999880004,4235,8.118297520377814,18.7,193,13.22,0.39,2.46,1007.45,18.7,11.89,0.82,13.42,18.7,5.0,13.42,14.78,18.7,14.78,0.6,1
2012-07-06,35877.61799789997,4336,8.274358394349624,18.65,150,12.54,0.54,3.33,1007.26,18.65,11.28,0.81,14.28,18.65,6.0,14.28,13.42,18.65,13.42,0.63,0
2012-07-07,37466.78499960008,4423,8.470898711191516,18.77,333,14.02,0.55,1.08,1005.49,18.77,10.94,0.89,14.38,18.77,6.0,14.38,14.28,18.77,14.28,0.67,1
2012-07-08,40279.84999939995,4438,9.07612663348354,18.0,237,13.52,0.61,3.31,1010.95,18.0,11.28,0.85,13.96,18.0,5.0,13.96,14.38,18.0,14.38,0.7,1
2012-07-09,37892.251995899955,4431,8.551625365809063,17.46,234,12.53,0.55,3.33,1010.77,17.46,12.18,0.84,12.07,17.46,6.0,12.07,13.28,17.46,13.28,0.73,0
2012-07-10,37769.40499819999,4526,8.344985638135217,18.75,252,10.82,0.48,4.03,1010.87,18.75,13.0,0.79,10.04,18.75,6.0,10.04,12.07,18.75,12.07,0.76,0
2012-07-11,36939.21099809983,4475,8.254572290078174,18.67,231,10.29,0.5,3.27,1012.07,18.67,12.34,0.8,13.15,18.67,6.0,13.15,10.04,18.67,10.04,0.79,0
2012-07-12,37933.81599760005,4586,8.271656344875721,19.26,229,12.88,0.58,4.59,1002.07,19.26,12.26,0.83,13.66,19.26,6.0,13.66,14.21,19.26,14.21,0.82,0
2012-07-13,38403.634994399996,4653,8.253521382849774,16.44,281,12.58,0.63,1.68,1004.61,16.44,11.91,0.88,12.44,16.44,5.0,12.44,13.13,16.44,13.13,0.85,0
2012-07-14,40491.6770033001,4700,8.615250426234065,18.26,272,9.03,0.39,3.45,1015.16,18.26,11.97,0.69,13.05,18.26,6.0,13.05,12.44,18.26,12.44,0.88,1
2012-07-15,40802.72399629999,4721,8.642813809849606,17.06,234,12.67,0.68,5.27,1019.8,16.99,12.21,0.85,13.92,17.15,5.0,13.92,13.05,16.94,13.05,0.91,1
2012-07-16,40370.53899879996,4710,8.571239702505299,22.44,254,14.26,0.55,4.9,1022.06,22.48,12.81,0.77,14.91,22.48,5.0,14.91,13.92,22.44,13.92,0.94,0
2012-07-17,38339.499001000055,4695,8.166027476251342,18.52,230,14.28,0.72,5.3,1013.52,18.52,12.47,0.85,13.77,18.52,5.0,13.77,14.91,18.52,14.91,0.97,0
2012-07-18,39137.38099949999,4732,8.27079057470414,20.18,267,11.56,0.48,4.41,1010.4,20.18,12.96,0.73,13.12,20.18,6.0,13.12,13.77,20.18,13.77,0.01,0
2012-07-19,38133.53699689993,4681,8.14645097135226,17.77,340,11.44,0.54,1.52,1016.21,17.77,12.18,0.79,11.83,17.77,5.0,11.83,13.12,17.77,13.12,0.04,0
2012-07-20,38730.006002999966,4706,8.229920527624301,19.89,57,9.86,0.36,0.9,1023.63,19.89,12.5,0.7,12.24,19.89,6.0,12.24,11.83,19.89,11.83,0.07,0
2012-07-21,38600.69300349998,4739,8.145324541780962,22.86,205,10.53,0.22,3.0,1026.73,22.86,12.6,0.66,12.47,22.86,6.0,12.47,12.24,22.86,12.24,0.11,1
2012-07-22,39091.728996999955,4737,8.252423263035666,27.18,209,10.92,0.19,3.21,1023.04,27.18,12.71,0.58,14.21,27.18,6.0,14.21,12.47,27.18,12.47,0.14,1
2012-07-23,37880.99800150001,4733,8.003591379991551,28.32,154,12.24,0.02,0.87,1018.25,28.32,12.31,0.58,15.74,28.32,7.0,15.74,14.21,28.32,14.21,0.18,0
2012-07-24,37076.84700070004,4682,7.919019009120044,29.37,68,12.96,0.2,0.81,1016.59,29.37,12.31,0.57,15.93,29.37,6.0,15.93,15.74,29.37,15.74,0.22,0
2012-07-25,35986.125997899886,4497,8.002251722904132,26.44,80,12.8,0.12,2.8,1018.08,26.44,11.7,0.61,16.01,26.44,6.0,15.93,15.93,26.44,15.93,0.26,0
2012-07-26,37178.60200390009,4700,7.910340851893635,23.79,355,15.07,0.36,1.48,1012.66,23.79,9.75,0.75,15.02,23.79,5.0,15.02,15.93,23.79,16.01,0.29,0
2012-07-27,38958.26900029987,4735,8.22772312572331,21.09,296,8.16,0.44,2.52,1010.56,21.09,13.26,0.55,10.97,21.09,6.0,10.97,14.93,21.09,14.93,0.33,0
2012-07-28,38385.51399480002,4741,8.096501580847926,17.92,236,9.81,0.3,3.53,1011.76,17.92,12.97,0.75,8.53,17.92,5.0,9.86,10.97,17.92,10.97,0.37,1
2012-07-29,40604.40399669997,4740,8.566329957109698,19.69,246,7.83,0.31,4.22,1015.19,19.69,12.92,0.65,11.52,19.69,5.0,11.52,9.86,19.69,8.53,0.41,1
2012-07-30,38232.892003200046,4731,8.081355316677245,20.19,207,13.16,0.53,3.03,1014.62,20.19,11.57,0.84,13.69,20.19,5.0,13.69,11.52,20.19,11.52,0.44,0
2012-07-31,38902.459998800055,4734,8.217672158597392,22.57,179,13.95,0.41,3.24,1009.58,22.57,11.3,0.79,15.61,22.57,5.0,15.61,13.69,22.57,13.69,0.48,0
2012-08-01,38237.4209997,4738,8.07037167574926,21.29,217,13.13,0.45,4.71,1010.31,21.29,12.63,0.74,13.09,21.29,4.0,13.09,15.61,21.29,15.61,0.52,0
2012-08-02,37661.60099749993,4731,7.960600506763884,21.77,205,12.09,0.33,4.37,1012.49,21.77,12.63,0.73,14.36,21.77,5.0,14.36,13.09,21.77,13.09,0.55,0
2012-08-03,37981.51300040002,4748,7.999476200589726,21.04,195,13.09,0.41,3.97,1010.03,21.04,12.89,0.77,12.98,21.04,5.0,12.98,14.36,21.04,14.36,0.58,0
2012-08-04,38707.40299949999,4745,8.157513803898839,20.69,195,12.76,0.34,2.23,1007.24,20.69,11.99,0.79,14.77,20.69,5.0,14.77,12.98,20.69,12.98,0.62,1
2012-08-05,41070.886002799925,4737,8.670231370656518,20.95,241,12.89,0.41,3.26,1009.08,20.95,12.78,0.77,11.49,20.95,5.0,11.49,14.77,20.95,14.77,0.65,1
2012-08-06,39322.341993499984,4754,8.27142237978544,19.32,239,11.42,0.46,3.83,1019.52,19.32,12.89,0.78,14.84,19.32,5.0,14.84,11.49,19.32,11.49,0.68,0
2012-08-07,38859.585002100175,4727,8.220771102623265,22.8,260,14.56,0.54,1.73,1022.61,22.8,11.43,0.77,13.33,22.8,4.0,13.33,15.03,22.8,15.03,0.71,0
2012-08-08,38048.66900229992,4754,8.003506310959175,25.92,48,13.31,0.27,0.52,1025.62,25.92,11.47,0.69,14.5,25.92,5.0,14.5,13.33,25.92,13.33,0.74,0
2012-08-09,37799.96800120009,4747,7.962917211122833,24.99,114,13.77,0.23,0.55,1026.05,24.99,11.7,0.7,15.21,24.99,5.0,15.21,14.5,24.99,14.5,0.77,0
2012-08-10,37799.31599909987,4745,7.966136143119045,22.91,92,12.38,0.24,4.3,1020.96,22.91,11.97,0.67,16.03,22.91,5.0,16.03,15.21,22.91,15.21,0.8,0
2012-08-11,38128.19600079985,4749,8.028678879932587,25.13,123,14.21,0.24,2.43,1012.34,25.13,11.18,0.7,15.26,25.13,5.0,15.26,16.03,25.13,16.03,0.83,1
2012-08-12,39954.57199949989,4752,8.40794865309341,22.68,176,14.78,0.42,2.92,1011.16,22.68,12.04,0.79,17.81,22.68,4.0,17.62,15.26,22.68,15.26,0.86,1
2012-08-13,38405.15199980006,4751,8.083593348726597,23.97,175,15.33,0.44,2.31,1011.08,23.97,11.8,0.75,18.01,23.97,5.0,17.87,17.62,23.97,17.81,0.89,0
2012-08-14,37052.18100489996,4687,7.90530851395348,22.57,146,15.23,0.26,2.67,1006.5,22.79,11.96,0.77,16.02,22.79,5.0,16.02,17.38,22.57,17.38,0.92,0
2012-08-15,38310.46700029993,4724,8.109751693543592,21.67,197,13.28,0.42,4.22,1014.08,21.67,12.84,0.71,17.92,21.67,4.0,17.92,16.02,21.67,16.02,0.95,0
2012-08-16,37836.07699710003,4747,7.970523909226888,27.23,175,14.11,0.45,3.71,1013.84,27.23,13.08,0.63,20.54,27.23,4.0,20.54,17.92,27.23,17.92,0.98,0
2012-08-17,36883.89600159992,4739,7.783054653217961,29.86,215,15.92,0.23,2.17,1013.75,30.6,12.87,0.59,18.33,30.6,5.0,17.97,20.54,29.86,20.54,0.03,0
2012-08-18,37965.24299960002,4741,8.007855515629618,28.88,251,17.77,0.21,0.76,1015.16,29.5,12.28,0.72,17.05,29.5,4.0,16.96,17.97,28.88,18.33,0.06,1
2012-08-19,39740.46999739998,4738,8.38760447391304,24.54,231,15.64,0.34,2.78,1019.31,24.54,12.5,0.75,16.36,24.54,4.0,16.27,16.96,24.54,17.05,0.1,1
2012-08-20,38621.35900249994,4746,8.13766519226716,22.09,240,13.99,0.34,2.54,1017.69,22.09,12.52,0.75,13.16,22.09,4.0,13.16,16.27,22.09,16.36,0.13,0
2012-08-21,37494.30699879995,4716,7.950446776675137,21.48,248,11.88,0.34,4.6,1017.28,21.48,12.87,0.72,12.96,21.48,4.0,12.96,13.16,21.48,13.16,0.17,0
2012-08-22,36847.70899899986,4697,7.844945496912892,22.04,231,11.29,0.37,2.6,1014.56,22.04,12.83,0.7,14.07,22.04,4.0,14.07,12.96,22.04,12.96,0.21,0
2012-08-23,36879.8659964,4714,7.823476028086551,20.27,186,12.3,0.44,2.88,1005.28,20.27,12.34,0.76,15.67,20.27,4.0,15.58,14.07,20.27,14.07,0.25,0
2012-08-24,37545.11699900001,4745,7.9125641726027425,20.93,222,14.85,0.52,3.94,1001.05,20.93,12.3,0.88,14.26,20.93,4.0,14.26,15.04,20.93,15.04,0.28,0
2012-08-25,38640.4709987,4747,8.139977037855488,21.01,268,10.74,0.51,4.39,1014.38,21.01,13.2,0.69,12.62,21.01,4.0,12.62,14.26,21.01,14.26,0.32,1
2012-08-26,38458.97300460007,4749,8.098330807454216,20.99,182,12.62,0.32,3.82,1014.33,20.99,12.46,0.75,14.97,20.99,4.0,14.97,12.62,20.99,12.62,0.36,1
2012-08-27,39203.51599849992,4710,8.323464118577478,22.5,224,13.49,0.39,4.17,1012.79,22.5,12.63,0.75,14.74,22.5,4.0,14.74,14.97,22.5,14.97,0.39,1
2012-08-28,38249.49799859999,4744,8.062710370699829,19.69,197,12.95,0.36,4.15,1012.74,19.69,11.84,0.85,14.09,19.69,3.0,14.09,13.66,19.69,13.66,0.43,0
2012-08-29,37968.290002000096,4565,8.317259584227841,16.92,292,11.14,0.4,2.65,1016.19,16.92,12.33,0.8,5.92,16.92,3.0,7.78,11.25,16.92,11.25,0.46,0
2012-08-30,39422.499996000006,4726,8.341620820143886,17.72,321,5.08,0.33,3.21,1028.62,17.72,13.02,0.6,13.11,17.72,4.0,13.11,7.78,17.72,5.92,0.49,0
2012-08-31,38433.00300239998,4740,8.108228481518983,20.53,236,11.33,0.55,2.53,1026.14,20.53,13.15,0.72,12.57,20.53,3.0,12.57,13.11,20.53,13.11,0.54,0
